Statistic,Month,Type of Cattle,UNIT,VALUE
Cattle Price per Head,2010M05,Heifers 200-249kg,Euro,349.05
Cattle Price per Head,2010M06,Heifers 200-249kg,Euro,372.3
Cattle Price per Head,2010M07,Heifers 200-249kg,Euro,333.82
Cattle Price per Head,2010M08,Heifers 200-249kg,Euro,349.5
Cattle Price per Head,2010M09,Heifers 200-249kg,Euro,375.46
Cattle Price per Head,2010M10,Heifers 200-249kg,Euro,323
Cattle Price per Head,2010M11,Heifers 200-249kg,Euro,378
Cattle Price per Head,2010M12,Heifers 200-249kg,Euro,437.28
Cattle Price per Head,2011M01,Heifers 200-249kg,Euro,445.22
Cattle Price per Head,2011M02,Heifers 200-249kg,Euro,463.66
Cattle Price per Head,2011M03,Heifers 200-249kg,Euro,475.72
Cattle Price per Head,2011M04,Heifers 200-249kg,Euro,490.5
Cattle Price per Head,2011M05,Heifers 200-249kg,Euro,495.43
Cattle Price per Head,2011M06,Heifers 200-249kg,Euro,503.26
Cattle Price per Head,2011M07,Heifers 200-249kg,Euro,502.89
Cattle Price per Head,2011M08,Heifers 200-249kg,Euro,523.78
Cattle Price per Head,2011M09,Heifers 200-249kg,Euro,578
Cattle Price per Head,2011M10,Heifers 200-249kg,Euro,524.12
Cattle Price per Head,2011M11,Heifers 200-249kg,Euro,533.88
Cattle Price per Head,2011M12,Heifers 200-249kg,Euro,572.2
Cattle Price per Head,2012M01,Heifers 200-249kg,Euro,621.64
Cattle Price per Head,2012M02,Heifers 200-249kg,Euro,622.37
Cattle Price per Head,2012M03,Heifers 200-249kg,Euro,643.39
Cattle Price per Head,2012M04,Heifers 200-249kg,Euro,611.18
Cattle Price per Head,2012M05,Heifers 200-249kg,Euro,568.21
Cattle Price per Head,2012M06,Heifers 200-249kg,Euro,600.12
Cattle Price per Head,2012M07,Heifers 200-249kg,Euro,536.2
Cattle Price per Head,2012M08,Heifers 200-249kg,Euro,458.54
Cattle Price per Head,2012M09,Heifers 200-249kg,Euro,437.14
Cattle Price per Head,2012M10,Heifers 200-249kg,Euro,446
Cattle Price per Head,2012M11,Heifers 200-249kg,Euro,511.91
Cattle Price per Head,2012M12,Heifers 200-249kg,Euro,475.6
Cattle Price per Head,2013M01,Heifers 200-249kg,Euro,523.87
Cattle Price per Head,2013M02,Heifers 200-249kg,Euro,517.76
Cattle Price per Head,2013M03,Heifers 200-249kg,Euro,522.05
Cattle Price per Head,2013M04,Heifers 200-249kg,Euro,472.17
Cattle Price per Head,2013M05,Heifers 200-249kg,Euro,441.37
Cattle Price per Head,2013M06,Heifers 200-249kg,Euro,431.68
Cattle Price per Head,2013M07,Heifers 200-249kg,Euro,420.44
Cattle Price per Head,2013M08,Heifers 200-249kg,Euro,500.37
Cattle Price per Head,2013M09,Heifers 200-249kg,Euro,417.5
Cattle Price per Head,2013M10,Heifers 200-249kg,Euro,481.63
Cattle Price per Head,2013M11,Heifers 200-249kg,Euro,532.12
Cattle Price per Head,2013M12,Heifers 200-249kg,Euro,488.85
Cattle Price per Head,2014M01,Heifers 200-249kg,Euro,498.38
Cattle Price per Head,2014M02,Heifers 200-249kg,Euro,506.55
Cattle Price per Head,2014M03,Heifers 200-249kg,Euro,497.04
Cattle Price per Head,2014M04,Heifers 200-249kg,Euro,472.67
Cattle Price per Head,2014M05,Heifers 200-249kg,Euro,509.21
Cattle Price per Head,2014M06,Heifers 200-249kg,Euro,473.18
Cattle Price per Head,2014M07,Heifers 200-249kg,Euro,505.24
Cattle Price per Head,2014M08,Heifers 200-249kg,Euro,506.4
Cattle Price per Head,2014M09,Heifers 200-249kg,Euro,478.33
Cattle Price per Head,2014M10,Heifers 200-249kg,Euro,508.42
Cattle Price per Head,2014M11,Heifers 200-249kg,Euro,496.13
Cattle Price per Head,2014M12,Heifers 200-249kg,Euro,551.02
Cattle Price per Head,2015M01,Heifers 200-249kg,Euro,556.6
Cattle Price per Head,2015M02,Heifers 200-249kg,Euro,578.06
Cattle Price per Head,2015M03,Heifers 200-249kg,Euro,574.75
Cattle Price per Head,2015M04,Heifers 200-249kg,Euro,598.35
Cattle Price per Head,2015M05,Heifers 200-249kg,Euro,566.99
Cattle Price per Head,2015M06,Heifers 200-249kg,Euro,622.83
Cattle Price per Head,2015M07,Heifers 200-249kg,Euro,578.2
Cattle Price per Head,2015M08,Heifers 200-249kg,Euro,542.94
Cattle Price per Head,2015M09,Heifers 200-249kg,Euro,568
Cattle Price per Head,2015M10,Heifers 200-249kg,Euro,567.69
Cattle Price per Head,2015M11,Heifers 200-249kg,Euro,505.46
Cattle Price per Head,2015M12,Heifers 200-249kg,Euro,489.88
Cattle Price per Head,2016M01,Heifers 200-249kg,Euro,534.57
Cattle Price per Head,2016M02,Heifers 200-249kg,Euro,578.45
Cattle Price per Head,2016M03,Heifers 200-249kg,Euro,576.89
Cattle Price per Head,2016M04,Heifers 200-249kg,Euro,520.82
Cattle Price per Head,2016M05,Heifers 200-249kg,Euro,552.83
Cattle Price per Head,2016M06,Heifers 200-249kg,Euro,545.67
Cattle Price per Head,2016M07,Heifers 200-249kg,Euro,521.67
Cattle Price per Head,2016M08,Heifers 200-249kg,Euro,540.33
Cattle Price per Head,2016M09,Heifers 200-249kg,Euro,435
Cattle Price per Head,2016M10,Heifers 200-249kg,Euro,424.17
Cattle Price per Head,2016M11,Heifers 200-249kg,Euro,455.22
Cattle Price per Head,2016M12,Heifers 200-249kg,Euro,473.89
Cattle Price per Head,2017M01,Heifers 200-249kg,Euro,506.38
Cattle Price per Head,2017M02,Heifers 200-249kg,Euro,529.61
Cattle Price per Head,2017M03,Heifers 200-249kg,Euro,543.93
Cattle Price per Head,2017M04,Heifers 200-249kg,Euro,524.37
Cattle Price per Head,2017M05,Heifers 200-249kg,Euro,530.42
Cattle Price per Head,2017M06,Heifers 200-249kg,Euro,498.71
Cattle Price per Head,2017M07,Heifers 200-249kg,Euro,530.97
Cattle Price per Head,2017M08,Heifers 200-249kg,Euro,534.06
Cattle Price per Head,2017M09,Heifers 200-249kg,Euro,445.36
Cattle Price per Head,2017M10,Heifers 200-249kg,Euro,476.28
Cattle Price per Head,2017M11,Heifers 200-249kg,Euro,477.17
Cattle Price per Head,2017M12,Heifers 200-249kg,Euro,467.38
Cattle Price per Head,2018M01,Heifers 200-249kg,Euro,502.87
Cattle Price per Head,2018M02,Heifers 200-249kg,Euro,523.6
Cattle Price per Head,2018M03,Heifers 200-249kg,Euro,498.55
Cattle Price per Head,2018M04,Heifers 200-249kg,Euro,458.9
Cattle Price per Head,2018M05,Heifers 200-249kg,Euro,456.61
Cattle Price per Head,2018M06,Heifers 200-249kg,Euro,470.56
Cattle Price per Head,2018M07,Heifers 200-249kg,Euro,398
Cattle Price per Head,2018M08,Heifers 200-249kg,Euro,364.19
Cattle Price per Head,2018M09,Heifers 200-249kg,Euro,362.92
Cattle Price per Head,2018M10,Heifers 200-249kg,Euro,440.95
Cattle Price per Head,2018M11,Heifers 200-249kg,Euro,368.75
Cattle Price per Head,2018M12,Heifers 200-249kg,Euro,373.46
Cattle Price per Head,2019M01,Heifers 200-249kg,Euro,466.76
Cattle Price per Head,2019M02,Heifers 200-249kg,Euro,475.98
Cattle Price per Head,2019M03,Heifers 200-249kg,Euro,461.77
Cattle Price per Head,2019M04,Heifers 200-249kg,Euro,422.53
Cattle Price per Head,2019M05,Heifers 200-249kg,Euro,446.33
Cattle Price per Head,2019M06,Heifers 200-249kg,Euro,434.36
Cattle Price per Head,2019M07,Heifers 200-249kg,Euro,441.51
Cattle Price per Head,2019M08,Heifers 200-249kg,Euro,441.67
Cattle Price per Head,2019M09,Heifers 200-249kg,Euro,395
Cattle Price per Head,2019M10,Heifers 200-249kg,Euro,420.56
Cattle Price per Head,2019M11,Heifers 200-249kg,Euro,367
Cattle Price per Head,2019M12,Heifers 200-249kg,Euro,449.38
Cattle Price per Head,2020M01,Heifers 200-249kg,Euro,530.4
Cattle Price per Head,2020M02,Heifers 200-249kg,Euro,463.75
Cattle Price per Head,2020M03,Heifers 200-249kg,Euro,451.92
Cattle Price per Head,2020M04,Heifers 200-249kg,Euro,440
Cattle Price per Head,2020M05,Heifers 200-249kg,Euro,593.33
Cattle Price per Head,2020M06,Heifers 200-249kg,Euro,472.43
Cattle Price per Head,2020M07,Heifers 200-249kg,Euro,546.13
Cattle Price per Head,2020M08,Heifers 200-249kg,Euro,533.75
Cattle Price per Head,2020M09,Heifers 200-249kg,Euro,522.67
Cattle Price per Head,2020M10,Heifers 200-249kg,Euro,415.94
Cattle Price per Head,2020M11,Heifers 200-249kg,Euro,431.25
Cattle Price per Head,2020M12,Heifers 200-249kg,Euro,511.76
Cattle Price per Head,2021M01,Heifers 200-249kg,Euro,540.79
Cattle Price per Head,2021M02,Heifers 200-249kg,Euro,498.79
Cattle Price per Head,2021M03,Heifers 200-249kg,Euro,525.12
Cattle Price per Head,2021M04,Heifers 200-249kg,Euro,526.39
Cattle Price per Head,2021M05,Heifers 200-249kg,Euro,499.1
Cattle Price per Head,2021M06,Heifers 200-249kg,Euro,485.51
Cattle Price per Head,2021M07,Heifers 200-249kg,Euro,515.19
Cattle Price per Head,2021M08,Heifers 200-249kg,Euro,480
Cattle Price per Head,2021M09,Heifers 200-249kg,Euro,450.74
Cattle Price per Head,2021M10,Heifers 200-249kg,Euro,516
Cattle Price per Head,2021M11,Heifers 200-249kg,Euro,419.66
Cattle Price per Head,2021M12,Heifers 200-249kg,Euro,490.37
Cattle Price per Head,2022M01,Heifers 200-249kg,Euro,553.25
Cattle Price per Head,2022M02,Heifers 200-249kg,Euro,587.61
