timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
2022-05-10 12:42:45+00:00,"b""To support the #reuse transition in Europe we need: - A cap on single-use packaging - To set reuse targets  - EPR schemes - Levies for single-use - 'Fund for change' - Support for the implementation of deposit return schemes - @LarissaCopello https://t.co/6SvV5olrOx""",b'zerowasteeurope',['reuse'],Brussels,22311,4,9
2022-05-10 11:32:01+00:00,b'@susankgregory @Mij_Europe @Bec2043 @trussliz @10DowningStreet Doff the cap...',b'eve1104',[],"London, England",32,0,0
2022-05-10 08:03:35+00:00,"b'@Mij_Europe MOL just had 833 million USD EBIDTA for 2022 Q1 despite having gasoline price caps in Hungary, mostly by buying cheaper REB/Ural. Domestically he needs these price caps to remain and be financed by MOL (the nat gas price cap is financed by taxpayers like me).'",b'MarschikTamas',[],,1,0,1
2022-05-10 08:01:00+00:00,"b""On this week's Market Movers Europe with Alexander Borulev: \xe2\x9e\xa1 Rising oil demand, Russian #oil bans in focus \xe2\x9e\xa1 German #power price forecasts and price caps \xe2\x9e\xa1 Ruble payment response weighs on #gas market  Full video (3:52): https://t.co/2X4ecL5kyU https://t.co/h2agafuhrb""",b'SPGCIOil',"['oil', 'power', 'gas']",London,139387,2,0
2022-05-10 06:01:00+00:00,"b""Good Morning Europe &amp; Africa!  With a market cap of $1.480T, we are down -5.2% over the past 24h. Wagging it's tail between $29,804-$33,758 #BTC is now at $31,847 with a dominance of 41.0%.  A Fear &amp; Greed Index of 10 shows the market is extremely fearful.""",b'CoinFoxOfficial',['BTC'],Just around the #block,6,0,0
2022-05-10 03:42:33+00:00,"b""@inkasrain Coffee turns out didn't get into wide use in Central Europe until the Siege of Vienna. Christian troops overran the Turkish camps and found coffee in various stages of preparation. Cappuccino named for color of the Cap monk's robes.""",b'FrankKl22060285',[],Chicago,11,0,0
2022-05-10 03:39:06+00:00,"b'The #GoodPlace aka #Aakhiro \xe2\x80\xa6 Don\xe2\x80\x99t put a cap or limit on your imagination, reason we fallen back is \xf0\x9f\x91\x87\xf0\x9f\x8f\xbf; remember when Europe was in  the stone ages #Harar and #Saylac were thriving, why ?  Islam allowed no Limit or cap on human imagination \xf0\x9f\x92\xad.. Take a moment to grasp that https://t.co/9D53THANvy'",b'JamalGurhan',"['GoodPlace', 'Aakhiro', 'Harar', 'Saylac']","Columbus, OH",548,0,1
2022-05-10 02:34:18+00:00,b'@_allthatglitz @fj_flip If that\xe2\x80\x99s FER plan then they are just naive.There are so many sports that tried enforce budget cap and failed miserably (check UEFA in Europe). There are too many loopholes and it\xe2\x80\x99s super difficult to monitor the budget costs.I hope we have aces in our sleeves \xf0\x9f\x94\xb4\xf0\x9f\x94\xb4\xf0\x9f\x94\xb4',b'ankollatos',[],New York,63,0,1
2022-05-10 00:44:33+00:00,"b""We're in a Pandemic, Economically perilous times, a Heating Planet &amp; with War breaking out in Europe.   Does it bring you untold comfort knowing that this Governments biggest priority right now is to focus on people's genitalia?  Vote these incompetent weirdos out!  #ausvotes""",b'Enlightened_Cap',['ausvotes'],"Melbourne, Victoria",2887,0,2
2022-05-09 23:17:34+00:00,"b'@istaystellar Normalcy is one thing neglecting your duties is another The prison is one thing, actively ignoring the people who risked everything to save you, to go hide in Europe is another. Even THEN she had to get bailed out by Cap (again) Making her a bad guy was a mistake, zero redemption'",b'SketchesByKing',[],,428,0,0
2022-05-09 18:07:20+00:00,"b'Europe really needs to agree a wage cap, same as they have in the US. If not then three or four clubs are simply going to carry on winning everything for the next ten years and it will be even more boring than it is now https://t.co/wWWMPeVPHC'",b'FPLCrateDigger',[],,13697,1,72
2022-05-09 18:01:07+00:00,b'@4thGloomy We are headed for some bad times. Immigration to Europe is tempting.',b'cap_george89',[],"Massachusetts, USA",91,0,1
