Statistic,Month,Type of Cattle,UNIT,VALUE
Cattle Price per Head,2010M03,Heifers 300-349kg,Euro,515.64
Cattle Price per Head,2010M04,Heifers 300-349kg,Euro,506.74
Cattle Price per Head,2010M05,Heifers 300-349kg,Euro,522.02
Cattle Price per Head,2010M06,Heifers 300-349kg,Euro,510.99
Cattle Price per Head,2010M07,Heifers 300-349kg,Euro,524.75
Cattle Price per Head,2010M08,Heifers 300-349kg,Euro,531.69
Cattle Price per Head,2010M09,Heifers 300-349kg,Euro,511.64
Cattle Price per Head,2010M10,Heifers 300-349kg,Euro,508.44
Cattle Price per Head,2010M11,Heifers 300-349kg,Euro,532.12
Cattle Price per Head,2010M12,Heifers 300-349kg,Euro,564.75
Cattle Price per Head,2011M01,Heifers 300-349kg,Euro,614.39
Cattle Price per Head,2011M02,Heifers 300-349kg,Euro,600.72
Cattle Price per Head,2011M03,Heifers 300-349kg,Euro,621.26
Cattle Price per Head,2011M04,Heifers 300-349kg,Euro,647.2
Cattle Price per Head,2011M05,Heifers 300-349kg,Euro,658.38
Cattle Price per Head,2011M06,Heifers 300-349kg,Euro,643.2
Cattle Price per Head,2011M07,Heifers 300-349kg,Euro,664.43
Cattle Price per Head,2011M08,Heifers 300-349kg,Euro,684.39
Cattle Price per Head,2011M09,Heifers 300-349kg,Euro,666.13
Cattle Price per Head,2011M10,Heifers 300-349kg,Euro,679.09
Cattle Price per Head,2011M11,Heifers 300-349kg,Euro,700.63
Cattle Price per Head,2011M12,Heifers 300-349kg,Euro,726.48
Cattle Price per Head,2012M01,Heifers 300-349kg,Euro,776.69
Cattle Price per Head,2012M02,Heifers 300-349kg,Euro,808.36
Cattle Price per Head,2012M03,Heifers 300-349kg,Euro,836.96
Cattle Price per Head,2012M04,Heifers 300-349kg,Euro,801.97
Cattle Price per Head,2012M05,Heifers 300-349kg,Euro,771.91
Cattle Price per Head,2012M06,Heifers 300-349kg,Euro,777.18
Cattle Price per Head,2012M07,Heifers 300-349kg,Euro,716.74
Cattle Price per Head,2012M08,Heifers 300-349kg,Euro,648.31
Cattle Price per Head,2012M09,Heifers 300-349kg,Euro,632.16
Cattle Price per Head,2012M10,Heifers 300-349kg,Euro,631.03
Cattle Price per Head,2012M11,Heifers 300-349kg,Euro,632.79
Cattle Price per Head,2012M12,Heifers 300-349kg,Euro,622.31
Cattle Price per Head,2013M01,Heifers 300-349kg,Euro,690.35
Cattle Price per Head,2013M02,Heifers 300-349kg,Euro,712.84
Cattle Price per Head,2013M03,Heifers 300-349kg,Euro,732.02
Cattle Price per Head,2013M04,Heifers 300-349kg,Euro,673.77
Cattle Price per Head,2013M05,Heifers 300-349kg,Euro,669.76
Cattle Price per Head,2013M06,Heifers 300-349kg,Euro,669.38
Cattle Price per Head,2013M07,Heifers 300-349kg,Euro,638.25
Cattle Price per Head,2013M08,Heifers 300-349kg,Euro,675.7
Cattle Price per Head,2013M09,Heifers 300-349kg,Euro,650.37
Cattle Price per Head,2013M10,Heifers 300-349kg,Euro,666.65
Cattle Price per Head,2013M11,Heifers 300-349kg,Euro,639.59
Cattle Price per Head,2013M12,Heifers 300-349kg,Euro,680.21
Cattle Price per Head,2014M01,Heifers 300-349kg,Euro,704.5
Cattle Price per Head,2014M02,Heifers 300-349kg,Euro,704.99
Cattle Price per Head,2014M03,Heifers 300-349kg,Euro,682.82
Cattle Price per Head,2014M04,Heifers 300-349kg,Euro,689.85
Cattle Price per Head,2014M05,Heifers 300-349kg,Euro,691.55
Cattle Price per Head,2014M06,Heifers 300-349kg,Euro,675.13
Cattle Price per Head,2014M07,Heifers 300-349kg,Euro,683.85
Cattle Price per Head,2014M08,Heifers 300-349kg,Euro,660.07
Cattle Price per Head,2014M09,Heifers 300-349kg,Euro,652.47
Cattle Price per Head,2014M10,Heifers 300-349kg,Euro,679.65
Cattle Price per Head,2014M11,Heifers 300-349kg,Euro,658.8
Cattle Price per Head,2014M12,Heifers 300-349kg,Euro,684.32
Cattle Price per Head,2015M01,Heifers 300-349kg,Euro,765.38
Cattle Price per Head,2015M02,Heifers 300-349kg,Euro,804.9
Cattle Price per Head,2015M03,Heifers 300-349kg,Euro,770.67
Cattle Price per Head,2015M04,Heifers 300-349kg,Euro,786.29
Cattle Price per Head,2015M05,Heifers 300-349kg,Euro,779.63
Cattle Price per Head,2015M06,Heifers 300-349kg,Euro,801
Cattle Price per Head,2015M07,Heifers 300-349kg,Euro,821.65
Cattle Price per Head,2015M08,Heifers 300-349kg,Euro,744.12
Cattle Price per Head,2015M09,Heifers 300-349kg,Euro,726.91
Cattle Price per Head,2015M10,Heifers 300-349kg,Euro,743.53
Cattle Price per Head,2015M11,Heifers 300-349kg,Euro,695.48
Cattle Price per Head,2015M12,Heifers 300-349kg,Euro,709.96
Cattle Price per Head,2016M01,Heifers 300-349kg,Euro,748.13
Cattle Price per Head,2016M02,Heifers 300-349kg,Euro,754.64
Cattle Price per Head,2016M03,Heifers 300-349kg,Euro,744.15
Cattle Price per Head,2016M04,Heifers 300-349kg,Euro,721.27
Cattle Price per Head,2016M05,Heifers 300-349kg,Euro,746.2
Cattle Price per Head,2016M06,Heifers 300-349kg,Euro,730.62
Cattle Price per Head,2016M07,Heifers 300-349kg,Euro,698.33
Cattle Price per Head,2016M08,Heifers 300-349kg,Euro,696.53
Cattle Price per Head,2016M09,Heifers 300-349kg,Euro,669.24
Cattle Price per Head,2016M10,Heifers 300-349kg,Euro,636.19
Cattle Price per Head,2016M11,Heifers 300-349kg,Euro,600.54
Cattle Price per Head,2016M12,Heifers 300-349kg,Euro,649.77
Cattle Price per Head,2017M01,Heifers 300-349kg,Euro,724.68
Cattle Price per Head,2017M02,Heifers 300-349kg,Euro,738.44
Cattle Price per Head,2017M03,Heifers 300-349kg,Euro,737.95
Cattle Price per Head,2017M04,Heifers 300-349kg,Euro,724.27
Cattle Price per Head,2017M05,Heifers 300-349kg,Euro,715.7
Cattle Price per Head,2017M06,Heifers 300-349kg,Euro,727.71
Cattle Price per Head,2017M07,Heifers 300-349kg,Euro,716.36
Cattle Price per Head,2017M08,Heifers 300-349kg,Euro,690.06
Cattle Price per Head,2017M09,Heifers 300-349kg,Euro,641.75
Cattle Price per Head,2017M10,Heifers 300-349kg,Euro,639.47
Cattle Price per Head,2017M11,Heifers 300-349kg,Euro,647.64
Cattle Price per Head,2017M12,Heifers 300-349kg,Euro,636.88
Cattle Price per Head,2018M01,Heifers 300-349kg,Euro,699.78
Cattle Price per Head,2018M02,Heifers 300-349kg,Euro,717.41
Cattle Price per Head,2018M03,Heifers 300-349kg,Euro,707.12
Cattle Price per Head,2018M04,Heifers 300-349kg,Euro,669.81
Cattle Price per Head,2018M05,Heifers 300-349kg,Euro,676.97
Cattle Price per Head,2018M06,Heifers 300-349kg,Euro,668.71
Cattle Price per Head,2018M07,Heifers 300-349kg,Euro,635.44
Cattle Price per Head,2018M08,Heifers 300-349kg,Euro,579.85
Cattle Price per Head,2018M09,Heifers 300-349kg,Euro,545.86
Cattle Price per Head,2018M10,Heifers 300-349kg,Euro,564.13
Cattle Price per Head,2018M11,Heifers 300-349kg,Euro,578.13
Cattle Price per Head,2018M12,Heifers 300-349kg,Euro,585.44
Cattle Price per Head,2019M01,Heifers 300-349kg,Euro,631.18
Cattle Price per Head,2019M02,Heifers 300-349kg,Euro,704.12
Cattle Price per Head,2019M03,Heifers 300-349kg,Euro,681.29
Cattle Price per Head,2019M04,Heifers 300-349kg,Euro,646.67
Cattle Price per Head,2019M05,Heifers 300-349kg,Euro,670.29
Cattle Price per Head,2019M06,Heifers 300-349kg,Euro,678.92
Cattle Price per Head,2019M07,Heifers 300-349kg,Euro,627.91
Cattle Price per Head,2019M08,Heifers 300-349kg,Euro,594.76
Cattle Price per Head,2019M09,Heifers 300-349kg,Euro,576.59
Cattle Price per Head,2019M10,Heifers 300-349kg,Euro,565.08
Cattle Price per Head,2019M11,Heifers 300-349kg,Euro,580.84
Cattle Price per Head,2019M12,Heifers 300-349kg,Euro,601.98
Cattle Price per Head,2020M01,Heifers 300-349kg,Euro,648.08
Cattle Price per Head,2020M02,Heifers 300-349kg,Euro,678.36
Cattle Price per Head,2020M03,Heifers 300-349kg,Euro,654.53
Cattle Price per Head,2020M04,Heifers 300-349kg,Euro,714.59
Cattle Price per Head,2020M05,Heifers 300-349kg,Euro,741.01
Cattle Price per Head,2020M06,Heifers 300-349kg,Euro,671.37
Cattle Price per Head,2020M07,Heifers 300-349kg,Euro,665.99
Cattle Price per Head,2020M08,Heifers 300-349kg,Euro,667.02
Cattle Price per Head,2020M09,Heifers 300-349kg,Euro,643.5
Cattle Price per Head,2020M10,Heifers 300-349kg,Euro,649.71
Cattle Price per Head,2020M11,Heifers 300-349kg,Euro,636.42
Cattle Price per Head,2020M12,Heifers 300-349kg,Euro,640.81
Cattle Price per Head,2021M01,Heifers 300-349kg,Euro,691.65
Cattle Price per Head,2021M02,Heifers 300-349kg,Euro,690.26
Cattle Price per Head,2021M03,Heifers 300-349kg,Euro,713.21
Cattle Price per Head,2021M04,Heifers 300-349kg,Euro,720.86
Cattle Price per Head,2021M05,Heifers 300-349kg,Euro,689.16
Cattle Price per Head,2021M06,Heifers 300-349kg,Euro,730.25
Cattle Price per Head,2021M07,Heifers 300-349kg,Euro,723.04
Cattle Price per Head,2021M08,Heifers 300-349kg,Euro,689.2
Cattle Price per Head,2021M09,Heifers 300-349kg,Euro,694.88
Cattle Price per Head,2021M10,Heifers 300-349kg,Euro,656.53
Cattle Price per Head,2021M11,Heifers 300-349kg,Euro,641.39
Cattle Price per Head,2021M12,Heifers 300-349kg,Euro,693.47
Cattle Price per Head,2022M01,Heifers 300-349kg,Euro,765.68
Cattle Price per Head,2022M02,Heifers 300-349kg,Euro,776.96
